id,nom,ville,arrondissement,quartier,latitude,longitude,telephone,email,type_hopital,couveuses,bloc_operatoire,urgences_24h,maternite
HOP0144,Hôpital Saint-Gabriel de Omnisports,Yaoundé,Yaoundé IV,Omnisports,3.886471,11.488247,+237 698 110 578,gabrielomnispo@hopitalcam.cm,Hôpital de District,Non,Non,Oui,Oui
HOP0145,Hôpital de Tsinga,Yaoundé,Yaoundé IV,Tsinga,3.853009,11.514102,+237 690 389 907,tsinga@hotmail.com,Hôpital de District,Oui,Oui,Oui,Non
HOP0146,Hôpital Saint-André de Melen,Yaoundé,Yaoundé VI,Melen,3.956319,11.501298,+237 697 204 457,andrémelen@yahoo.fr,Hôpital de District,Oui,Oui,Non,Non
HOP0147,Clinique Monique Nkomo,Yaoundé,Yaoundé II,Nkomo,3.811792,11.417308,+237 652 830 288,moniquenkomo@minsante.cm,Hôpital de District,Non,Oui,Oui,Oui
HOP0148,Hôpital Mbassi de Mvog-Beti,Yaoundé,Yaoundé III,Mvog-Beti,3.767074,11.487028,+237 233 168 429,mbassimvog-bet@yahoo.fr,Hôpital de District,Non,Non,Non,Oui
HOP0149,Centre Hospitalier de Aetemengue,Yaoundé,Yaoundé III,Aetemengue,3.884987,11.400347,+237 222 466 832,aetemengue@minsante.cm,Hôpital de District,Non,Non,Oui,Oui
HOP0150,Hôpital Nkeng de Biteng,Yaoundé,Yaoundé II,Biteng,3.756593,11.522623,+237 693 492 418,nkengbiteng@yahoo.fr,Hôpital de District,Non,Oui,Oui,Oui
HOP0151,Clinique Gabriel Melen,Yaoundé,Yaoundé IV,Melen,3.865506,11.489511,+237 653 994 993,gabrielmelen@hopitalcam.cm,Hôpital de District,Non,Oui,Oui,Oui
HOP0152,Hôpital de Bonapriso,Douala,Douala V,Bonapriso,4.060304,9.663695,+237 695 061 342,bonapriso@gmail.com,Hôpital de District,Oui,Non,Non,Oui
HOP0153,Centre Hospitalier de Bassa,Douala,Douala VI,Bassa,4.038475,9.619883,+237 655 862 824,bassa@gmail.com,Hôpital de District,Non,Oui,Oui,Oui
HOP0154,Hôpital Owona de Village,Douala,Douala VI,Village,4.073082,9.675058,+237 233 556 564,owonavillage@sante.cm,Hôpital de District,Oui,Oui,Oui,Non
HOP0155,Hôpital Saint-Augustin de Bangue,Douala,Douala V,Bangue,4.086006,9.679586,+237 650 196 474,augustinbangue@sante.cm,Hôpital de District,Oui,Non,Oui,Non
HOP0156,Clinique Bruno Ndog-Passi III,Douala,Douala VI,Ndog-Passi III,3.996177,9.731823,+237 692 638 636,brunondog-pass@sante.cm,Hôpital de District,Oui,Non,Non,Oui
HOP0157,Hôpital Kuitche de Nkoabang,Yaoundé,Yaoundé V,Nkoabang,3.813341,11.486471,+237 698 774 341,kuitchenkoaban@gmail.com,Hôpital de District,Non,Non,Oui,Oui
HOP0158,Clinique Élisabeth Ndoghem,Douala,Douala V,Ndoghem,4.020896,9.738247,+237 652 675 049,élisabethndogh@yahoo.fr,Hôpital de District,Non,Oui,Non,Oui
HOP0159,Hôpital Moussa de PK10,Douala,Douala VI,PK10,4.092958,9.632754,+237 693 927 713,moussapk10@sante.cm,Hôpital de District,Non,Oui,Oui,Oui
HOP0160,Centre Hospitalier de Messa,Yaoundé,Yaoundé VI,Messa,3.84007,11.406316,+237 651 336 295,messa@yahoo.fr,Hôpital de District,Non,Non,Oui,Oui
HOP0161,Centre Hospitalier de Mvog-Ada,Yaoundé,Yaoundé IV,Mvog-Ada,3.889028,11.544936,+237 691 484 274,mvog-ada@yahoo.fr,Hôpital de District,Oui,Non,Non,Oui
HOP0162,Hôpital Saint-Bruno de Obili,Yaoundé,Yaoundé I,Obili,3.845793,11.428596,+237 654 812 119,brunoobili@yahoo.fr,Hôpital de District,Non,Non,Oui,Oui
HOP0163,Centre Hospitalier de Santa Barbara,Yaoundé,Yaoundé I,Santa Barbara,3.861521,11.408333,+237 653 658 632,santabarbara@yahoo.fr,Hôpital de District,Oui,Non,Non,Oui
HOP0164,Hôpital Tchoupo de Bonamoussadi,Douala,Douala III,Bonamoussadi,4.067865,9.726068,+237 695 200 155,tchoupobonamou@gmail.com,Hôpital de District,Oui,Non,Oui,Oui
HOP0165,Clinique Kamga,Yaoundé,Yaoundé VI,Santa Barbara,3.900026,11.585013,+237 222 276 161,kamga@yahoo.fr,Hôpital Général,Non,Oui,Oui,Oui
HOP0166,Clinique Damien Cite SIC,Douala,Douala II,Cite SIC,4.006363,9.774611,+237 697 108 525,damiencitesic@hotmail.com,Hôpital de District,Non,Non,Oui,Non
HOP0167,Hôpital Nlend de Mendong,Yaoundé,Yaoundé IV,Mendong,3.902483,11.441627,+237 243 914 002,nlendmendong@hopitalcam.cm,Hôpital de District,Non,Non,Oui,Oui
HOP0168,Hôpital Saint-Bernadette de Omnisports,Yaoundé,Yaoundé II,Omnisports,3.788232,11.411202,+237 650 874 854,bernadetteomni@minsante.cm,Hôpital de District,Oui,Oui,Oui,Oui
HOP0169,Hôpital de Ndogbong,Douala,Douala VI,Ndogbong,4.137435,9.71013,+237 233 097 283,ndogbong@minsante.cm,Hôpital de District,Non,Non,Oui,Oui
HOP0170,Hôpital Abega de Nkoldongo,Yaoundé,Yaoundé V,Nkoldongo,3.787191,11.484286,+237 679 681 039,abegankoldongo@minsante.cm,Hôpital de District,Non,Oui,Non,Oui
HOP0171,Clinique Ndjock,Yaoundé,Yaoundé III,Émana,3.919077,11.501944,+237 693 754 416,ndjock@gmail.com,Hôpital de District,Non,Non,Oui,Oui
HOP0172,Hôpital Mbarga de Mvog-Atangana,Yaoundé,Yaoundé VI,Mvog-Atangana,3.859664,11.421949,+237 692 165 148,mbargamvog-ata@minsante.cm,Hôpital de District,Non,Non,Oui,Non
HOP0173,Clinique François Nkongmondo,Douala,Douala VI,Nkongmondo,4.09178,9.705122,+237 690 919 536,françoisnkongm@sante.cm,Hôpital de District,Non,Non,Non,Oui
HOP0174,Clinique Joseph Mokolo,Yaoundé,Yaoundé VII,Mokolo,3.879562,11.400599,+237 692 270 852,josephmokolo@gmail.com,Hôpital de District,Non,Non,Non,Non
HOP0175,Hôpital Saint-Marie de Nkol-Eton,Yaoundé,Yaoundé I,Nkol-Eton,3.800968,11.502542,+237 692 127 848,marienkol-eton@hotmail.com,Hôpital de District,Non,Non,Oui,Non
HOP0176,Hôpital Tchoupo de Kondengui,Yaoundé,Yaoundé IV,Kondengui,3.794627,11.592876,+237 653 062 342,tchoupokondeng@sante.cm,Hôpital de District,Non,Oui,Non,Oui
HOP0177,Hôpital de Makepe,Douala,Douala I,Makepe,4.044382,9.72162,+237 678 258 390,makepe@hopitalcam.cm,Hôpital de District,Oui,Non,Oui,Oui
HOP0178,Hôpital de Mendong,Yaoundé,Yaoundé VI,Mendong,3.880398,11.415192,+237 677 253 873,mendong@hotmail.com,Hôpital de District,Non,Oui,Non,Oui
HOP0179,Hôpital Saint-Augustin de Kondengui,Yaoundé,Yaoundé VI,Kondengui,3.866766,11.525252,+237 677 314 420,augustinkonden@gmail.com,Hôpital de District,Non,Non,Oui,Oui
HOP0180,Hôpital Nkeng de Ngoa-Ekélé,Yaoundé,Yaoundé II,Ngoa-Ekélé,3.879322,11.465404,+237 243 064 224,nkengngoa-ekél@yahoo.fr,Hôpital de District,Oui,Non,Oui,Oui
HOP0181,Hôpital Djoumbi de PK8,Douala,Douala VI,PK8,4.010627,9.719661,+237 693 068 949,djoumbipk8@minsante.cm,Hôpital de District,Non,Non,Oui,Oui
HOP0182,Clinique Joseph Mbanya,Douala,Douala I,Mbanya,4.133663,9.705317,+237 653 928 343,josephmbanya@minsante.cm,Hôpital de District,Oui,Non,Non,Oui
HOP0183,Hôpital Kuitche de Sodiko,Douala,Douala IV,Sodiko,4.078415,9.670047,+237 696 633 930,kuitchesodiko@sante.cm,Hôpital de District,Non,Oui,Oui,Non
HOP0184,Hôpital Elong de Mvog-Mbi,Yaoundé,Yaoundé III,Mvog-Mbi,3.875,11.552984,+237 677 678 556,elongmvog-mbi@yahoo.fr,Hôpital de District,Non,Non,Oui,Oui
HOP0185,Hôpital Saint-Gabriel de Bonaberi,Douala,Douala I,Bonaberi,3.994796,9.75866,+237 690 256 413,gabrielbonaber@hopitalcam.cm,Hôpital de District,Non,Non,Oui,Non
HOP0186,Hôpital Abega de PK12,Douala,Douala III,PK12,3.978732,9.655992,+237 697 639 563,abegapk12@hopitalcam.cm,Hôpital de District,Oui,Oui,Oui,Oui
HOP0187,Clinique Marie PK12,Douala,Douala IV,PK12,4.058839,9.681501,+237 697 300 193,mariepk12@gmail.com,Hôpital de District,Oui,Oui,Oui,Oui
HOP0188,Clinique Marie Biyem-Assi,Yaoundé,Yaoundé II,Biyem-Assi,3.814503,11.533845,+237 243 422 745,mariebiyem-ass@minsante.cm,Hôpital de District,Non,Non,Oui,Oui
HOP0189,Clinique Ondoa,Douala,Douala I,Ndogbong,4.108008,9.769813,+237 650 422 623,ondoa@minsante.cm,Hôpital Général,Oui,Oui,Oui,Oui
HOP0190,Hôpital Ateba de Mendong,Yaoundé,Yaoundé III,Mendong,3.808834,11.413044,+237 679 949 898,atebamendong@hopitalcam.cm,Hôpital de District,Non,Non,Oui,Oui
HOP0191,Hôpital de Bonaloka,Douala,Douala III,Bonaloka,4.07984,9.662877,+237 691 037 614,bonaloka@hotmail.com,Hôpital de District,Non,Non,Oui,Non
HOP0192,Hôpital Saint-Bruno de Youpwé,Douala,Douala II,Youpwé,4.02463,9.794371,+237 678 899 962,brunoyoupwé@hopitalcam.cm,Hôpital de District,Non,Non,Oui,Non
HOP0193,Clinique Patrick Bonaberi,Douala,Douala I,Bonaberi,4.033004,9.681495,+237 694 747 524,patrickbonaber@minsante.cm,Hôpital de District,Non,Oui,Non,Oui
HOP0194,Hôpital Fouda de Nzeng-Ayong,Douala,Douala II,Nzeng-Ayong,4.022121,9.646695,+237 653 133 647,foudanzeng-ayo@hopitalcam.cm,Hôpital de District,Non,Non,Non,Non
HOP0195,Hôpital Nlend de Makepe,Douala,Douala III,Makepe,4.118258,9.756027,+237 696 762 904,nlendmakepe@gmail.com,Hôpital de District,Non,Non,Non,Oui
HOP0196,Clinique Tabi,Yaoundé,Yaoundé II,Briqueterie,3.821508,11.417279,+237 694 108 625,tabi@hopitalcam.cm,Hôpital de District,Non,Oui,Oui,Oui
HOP0197,Hôpital Ngu de Deido,Douala,Douala II,Deido,4.134236,9.702716,+237 679 718 622,ngudeido@hopitalcam.cm,Hôpital de District,Non,Oui,Oui,Non
HOP0198,Hôpital Saint-Barnabé de Ndogpassi,Douala,Douala IV,Ndogpassi,4.084214,9.678859,+237 679 408 699,barnabéndogpas@hopitalcam.cm,Hôpital de District,Oui,Non,Non,Non
HOP0199,Clinique Barnabé Mboppi,Douala,Douala III,Mboppi,4.084839,9.746086,+237 697 543 327,barnabémboppi@yahoo.fr,Hôpital de District,Non,Non,Oui,Oui
HOP0200,Hôpital Saint-Paul de Santa Barbara,Yaoundé,Yaoundé VI,Santa Barbara,3.839253,11.565996,+237 655 016 520,paulsantabarba@minsante.cm,Hôpital de District,Non,Oui,Oui,Oui
HOP0201,Hôpital Tabi de Ndoghem,Douala,Douala I,Ndoghem,4.031528,9.773024,+237 690 836 380,tabindoghem@gmail.com,Hôpital de District,Non,Non,Oui,Non
HOP0202,Hôpital de Biyem-Assi,Yaoundé,Yaoundé IV,Biyem-Assi,3.804048,11.472606,+237 233 105 783,biyem-assi@minsante.cm,Hôpital de District,Non,Non,Non,Oui
HOP0203,Hôpital Saint-Dominique de Mboppi,Douala,Douala VI,Mboppi,4.0621,9.694611,+237 692 932 132,dominiquembopp@minsante.cm,Hôpital de District,Non,Oui,Non,Non
HOP0204,Clinique Gabriel Kondengui,Yaoundé,Yaoundé I,Kondengui,3.936282,11.466321,+237 650 965 964,gabrielkondeng@hopitalcam.cm,Hôpital de District,Non,Non,Non,Oui
HOP0205,Hôpital de New Bell,Douala,Douala I,New Bell,4.13202,9.67964,+237 654 984 705,newbell@sante.cm,Hôpital de District,Non,Non,Non,Non
HOP0206,Hôpital Ateba de Bonanjo,Douala,Douala VI,Bonanjo,4.127537,9.715338,+237 222 783 186,atebabonanjo@hopitalcam.cm,Hôpital de District,Non,Oui,Oui,Oui
HOP0207,Clinique Jean PK8,Douala,Douala II,PK8,3.989358,9.766608,+237 652 246 365,jeanpk8@hopitalcam.cm,Hôpital Central,Oui,Oui,Oui,Non
HOP0208,Hôpital Nlend de Olembe,Yaoundé,Yaoundé III,Olembe,3.820651,11.424982,+237 699 729 582,nlendolembe@hopitalcam.cm,Hôpital de District,Non,Non,Non,Oui
HOP0209,Clinique Gabriel Madagascar,Yaoundé,Yaoundé V,Madagascar,3.845249,11.452208,+237 651 666 355,gabrielmadagas@sante.cm,Hôpital de District,Non,Non,Oui,Non
HOP0210,Hôpital Mvogo de Bonapriso,Douala,Douala IV,Bonapriso,4.127773,9.692429,+237 691 016 800,mvogobonapriso@hotmail.com,Hôpital de District,Non,Non,Non,Oui
HOP0211,Hôpital Saint-Jeanne de Nkolmesseng,Yaoundé,Yaoundé V,Nkolmesseng,3.748687,11.500563,+237 693 395 929,jeannenkolmess@hopitalcam.cm,Hôpital de District,Non,Non,Oui,Oui
HOP0212,Hôpital Saint-Claire de Bonamoussadi,Douala,Douala II,Bonamoussadi,3.993735,9.702055,+237 696 408 433,clairebonamous@sante.cm,Hôpital de District,Non,Oui,Non,Oui
HOP0213,Hôpital Saint-Anne de Santa Barbara,Yaoundé,Yaoundé V,Santa Barbara,3.813131,11.467033,+237 654 607 796,annesantabarba@hopitalcam.cm,Hôpital de District,Oui,Non,Non,Oui
HOP0214,Hôpital de Bonamoussadi,Douala,Douala IV,Bonamoussadi,4.011178,9.654604,+237 243 650 513,bonamoussadi@sante.cm,Hôpital de District,Non,Non,Oui,Oui
HOP0215,Centre Hospitalier de Bonaloka,Douala,Douala VI,Bonaloka,4.002078,9.651236,+237 697 672 894,bonaloka@hotmail.com,Hôpital de District,Oui,Non,Oui,Non
HOP0216,Hôpital Djoumbi de Ngoa-Ekélé,Yaoundé,Yaoundé II,Ngoa-Ekélé,3.858923,11.546217,+237 696 319 711,djoumbingoa-ek@minsante.cm,Hôpital de District,Non,Oui,Non,Non
HOP0217,Hôpital de Ngoa-Ekélé,Yaoundé,Yaoundé I,Ngoa-Ekélé,3.812426,11.475846,+237 695 672 379,ngoa-ekélé@hotmail.com,Hôpital de District,Oui,Oui,Oui,Oui
HOP0218,Hôpital de Bonanjo,Douala,Douala II,Bonanjo,4.02558,9.641632,+237 233 855 469,bonanjo@gmail.com,Hôpital de District,Non,Oui,Non,Non
HOP0219,Clinique Claire Ngousso,Yaoundé,Yaoundé IV,Ngousso,3.765182,11.517364,+237 233 481 177,clairengousso@hopitalcam.cm,Hôpital de District,Non,Non,Oui,Oui
HOP0220,Hôpital Simo de Deido,Douala,Douala VI,Deido,4.021274,9.779933,+237 679 256 257,simodeido@hopitalcam.cm,Hôpital de District,Non,Oui,Oui,Oui
HOP0221,Hôpital de Ndog-Bong,Douala,Douala II,Ndog-Bong,4.057758,9.796756,+237 695 499 663,ndog-bong@sante.cm,Hôpital de District,Non,Non,Oui,Non
HOP0222,Hôpital Saint-Claire de Bonaloka,Douala,Douala I,Bonaloka,4.121309,9.707488,+237 651 435 052,clairebonaloka@hotmail.com,Hôpital de District,Non,Non,Non,Non
HOP0223,Clinique Pierre Koumassi,Douala,Douala III,Koumassi,4.0122,9.628635,+237 679 393 253,pierrekoumassi@yahoo.fr,Hôpital de District,Non,Non,Oui,Non
HOP0224,Hôpital Saint-Bernadette de Bessengue,Douala,Douala IV,Bessengue,4.003367,9.720948,+237 696 546 370,bernadettebess@gmail.com,Hôpital de District,Non,Oui,Oui,Oui
HOP0225,Centre Hospitalier de Mvog-Beti,Yaoundé,Yaoundé V,Mvog-Beti,3.821205,11.593957,+237 650 766 825,mvog-beti@hotmail.com,Hôpital de District,Non,Oui,Oui,Oui
HOP0226,Clinique Raphaël PK12,Douala,Douala II,PK12,4.132936,9.742688,+237 698 300 836,raphaëlpk12@minsante.cm,Hôpital de District,Non,Oui,Oui,Oui
HOP0227,Hôpital Onana de Bassa,Douala,Douala V,Bassa,4.114905,9.675325,+237 694 257 948,onanabassa@minsante.cm,Hôpital de District,Non,Oui,Oui,Oui
HOP0228,Hôpital Saint-Camille de Mvog-Mbi,Yaoundé,Yaoundé III,Mvog-Mbi,3.773291,11.465947,+237 692 517 817,camilmvog-mbi@hopitalcam.cm,Hôpital de District,Non,Non,Oui,Oui
HOP0229,Hôpital Saint-Gabriel de PK10,Douala,Douala III,PK10,4.026136,9.734014,+237 242 132 078,gabrielpk10@gmail.com,Hôpital de District,Non,Non,Non,Non
HOP0230,Hôpital Saint-Jeanne de Ndog-Bong,Douala,Douala III,Ndog-Bong,4.011903,9.673178,+237 695 366 545,jeannendog-bon@hotmail.com,Hôpital de District,Non,Oui,Non,Oui
HOP0231,Hôpital Saint-François de Ndog-Bong,Douala,Douala II,Ndog-Bong,4.005267,9.679449,+237 697 144 222,françoisndog-b@gmail.com,Hôpital de District,Non,Non,Oui,Non
HOP0232,Hôpital de Bessengue,Douala,Douala II,Bessengue,4.06084,9.796513,+237 242 810 859,bessengue@hotmail.com,Hôpital de District,Oui,Non,Oui,Non
HOP0233,Hôpital de Ndog-Passi III,Douala,Douala I,Ndog-Passi III,4.10105,9.75107,+237 651 873 467,ndog-passiiii@minsante.cm,Hôpital Central,Oui,Oui,Oui,Non
HOP0234,Hôpital Mbarga de Mokolo,Yaoundé,Yaoundé VII,Mokolo,3.788388,11.48218,+237 698 856 222,mbargamokolo@yahoo.fr,Hôpital de District,Oui,Non,Oui,Oui
HOP0235,Hôpital Fotso de PK10,Douala,Douala I,PK10,4.021807,9.639173,+237 243 785 948,fotsopk10@yahoo.fr,Hôpital de District,Non,Oui,Oui,Oui
HOP0236,Clinique Pierre New Bell,Douala,Douala III,New Bell,4.093853,9.749063,+237 697 952 116,pierrenewbell@gmail.com,Hôpital de District,Non,Oui,Oui,Oui
HOP0237,Clinique Dominique Ndog-Passi III,Douala,Douala II,Ndog-Passi III,4.015663,9.779962,+237 233 609 108,dominiquendog-@yahoo.fr,Hôpital de District,Non,Non,Oui,Oui
HOP0238,Hôpital Ekani de Deido,Douala,Douala IV,Deido,4.012162,9.739587,+237 243 356 897,ekanideido@hopitalcam.cm,Hôpital de District,Non,Non,Oui,Oui
HOP0239,Hôpital Kuitche de Nkolbisson,Yaoundé,Yaoundé VII,Nkolbisson,3.823542,11.568893,+237 696 902 147,kuitchenkolbis@minsante.cm,Hôpital de District,Oui,Non,Non,Oui
HOP0240,Hôpital Kuitche de Mvog-Beti,Yaoundé,Yaoundé I,Mvog-Beti,3.942586,11.481499,+237 242 728 555,kuitchemvog-be@gmail.com,Hôpital de District,Non,Non,Oui,Oui
HOP0241,Centre Hospitalier de New Bell,Douala,Douala II,New Bell,4.037724,9.644611,+237 650 774 284,newbell@hopitalcam.cm,Hôpital de District,Oui,Non,Non,Oui
HOP0242,Hôpital de Etoudi,Yaoundé,Yaoundé III,Etoudi,3.79237,11.438351,+237 243 264 383,etoudi@hotmail.com,Hôpital de District,Oui,Oui,Oui,Oui
HOP0243,Hôpital Saint-Cécile de Djoungolo,Yaoundé,Yaoundé VI,Djoungolo,3.899808,11.459591,+237 650 108 560,cécidjoungolo@hotmail.com,Hôpital de District,Non,Oui,Non,Oui
HOP0244,Hôpital Saint-Michel de Elig-Essono,Yaoundé,Yaoundé V,Elig-Essono,3.814938,11.417127,+237 692 161 486,michelelig-ess@minsante.cm,Hôpital de District,Non,Non,Oui,Oui
HOP0245,Clinique Louis Santa Barbara,Yaoundé,Yaoundé III,Santa Barbara,3.825677,11.4522,+237 691 876 981,louissantabarb@hotmail.com,Hôpital de District,Oui,Non,Non,Oui
HOP0246,Hôpital Saint-Luc de Ndog-Passi III,Douala,Douala I,Ndog-Passi III,4.017394,9.749735,+237 698 562 966,lucndog-passii@hotmail.com,Hôpital de District,Oui,Oui,Oui,Non
HOP0247,Clinique Cyprien Ekounou,Yaoundé,Yaoundé II,Ekounou,3.940031,11.485146,+237 677 936 741,cyprienekounou@minsante.cm,Hôpital de District,Oui,Non,Oui,Non
HOP0248,Hôpital de Bangue,Douala,Douala II,Bangue,4.107432,9.727401,+237 694 753 196,bangue@sante.cm,Hôpital de District,Non,Oui,Non,Oui
HOP0249,Hôpital de Bepanda,Douala,Douala IV,Bepanda,4.022284,9.641042,+237 696 987 819,bepanda@gmail.com,Hôpital de District,Non,Oui,Non,Oui
HOP0250,Hôpital Saint-Cécile de Nkomo,Yaoundé,Yaoundé I,Nkomo,3.913713,11.435748,+237 655 717 641,cécinkomo@minsante.cm,Hôpital Central,Oui,Oui,Oui,Oui
HOP0251,Clinique Barnabé Etoudi,Yaoundé,Yaoundé V,Etoudi,3.869704,11.604292,+237 698 295 181,barnabéetoudi@sante.cm,Hôpital Général,Oui,Oui,Oui,Oui
HOP0252,Centre Hospitalier de Essos,Yaoundé,Yaoundé VI,Essos,3.929899,11.532462,+237 651 869 654,essos@hopitalcam.cm,Hôpital de District,Oui,Non,Oui,Oui
HOP0253,Clinique Hamadou,Yaoundé,Yaoundé III,Ngousso,3.884306,11.576699,+237 222 022 793,hamadou@sante.cm,Hôpital de District,Non,Oui,Oui,Oui
HOP0254,Centre Hospitalier de Mvog-Atangana,Yaoundé,Yaoundé IV,Mvog-Atangana,3.888732,11.443908,+237 653 496 074,mvog-atangana@sante.cm,Hôpital de District,Non,Non,Oui,Oui
HOP0255,Hôpital de Madagascar,Yaoundé,Yaoundé V,Madagascar,3.880731,11.451572,+237 678 721 307,madagascar@gmail.com,Hôpital de District,Non,Non,Non,Oui
HOP0256,Hôpital Saint-Barnabé de Mvan,Yaoundé,Yaoundé II,Mvan,3.869254,11.593,+237 691 258 371,barnabémvan@minsante.cm,Hôpital de District,Oui,Oui,Oui,Oui
HOP0257,Hôpital Ngoa de Cite SIC,Douala,Douala IV,Cite SIC,4.025126,9.787734,+237 678 330 463,ngoacitesic@sante.cm,Hôpital de District,Non,Non,Oui,Non
HOP0258,Centre Hospitalier de Olembe,Yaoundé,Yaoundé III,Olembe,3.862549,11.44808,+237 650 720 439,olembe@hopitalcam.cm,Hôpital de District,Non,Oui,Non,Non
HOP0259,Clinique Damien PK14,Douala,Douala V,PK14,4.101085,9.780585,+237 652 676 052,damienpk14@minsante.cm,Hôpital de District,Non,Non,Non,Oui
HOP0260,Centre Hospitalier de Carrière,Yaoundé,Yaoundé VII,Carrière,3.887206,11.555914,+237 678 797 076,carrière@hotmail.com,Hôpital de District,Non,Non,Oui,Oui
HOP0261,Clinique Bernadette Bonapriso,Douala,Douala V,Bonapriso,4.046455,9.705313,+237 243 533 821,bernadettebona@minsante.cm,Hôpital de District,Oui,Oui,Oui,Oui
HOP0262,Hôpital Moussa de Boko,Douala,Douala V,Boko,4.05921,9.756259,+237 694 924 086,moussaboko@minsante.cm,Hôpital de District,Non,Non,Oui,Oui
HOP0263,Hôpital Wamba de Makepe,Douala,Douala I,Makepe,3.974886,9.685584,+237 699 255 581,wambamakepe@gmail.com,Hôpital de District,Oui,Oui,Oui,Oui
HOP0264,Hôpital Onana de Mboppi,Douala,Douala VI,Mboppi,4.10155,9.780123,+237 677 281 196,onanamboppi@sante.cm,Hôpital de District,Non,Oui,Non,Non
HOP0265,Clinique Camille Mvan,Yaoundé,Yaoundé VI,Mvan,3.861118,11.443662,+237 222 282 085,camilmvan@hopitalcam.cm,Hôpital de District,Non,Oui,Non,Oui
HOP0266,Hôpital Fouda de Djoungolo,Yaoundé,Yaoundé VII,Djoungolo,3.858275,11.520897,+237 242 451 421,foudadjoungolo@minsante.cm,Hôpital de District,Non,Non,Oui,Oui
HOP0267,Hôpital Mbassi de Bepanda,Douala,Douala II,Bepanda,4.085852,9.629221,+237 678 101 346,mbassibepanda@sante.cm,Hôpital de District,Non,Non,Non,Non
HOP0268,Hôpital de Mokolo,Yaoundé,Yaoundé VI,Mokolo,3.944822,11.521262,+237 699 031 608,mokolo@gmail.com,Hôpital de District,Non,Non,Oui,Oui
HOP0269,Clinique Patrick Bonaloka,Douala,Douala VI,Bonaloka,4.08286,9.723386,+237 694 617 730,patrickbonalok@hotmail.com,Hôpital de District,Non,Non,Oui,Oui
HOP0270,Clinique Damien Essos,Yaoundé,Yaoundé IV,Essos,3.912853,11.457503,+237 698 532 633,damienessos@sante.cm,Hôpital de District,Non,Oui,Oui,Oui
HOP0271,Hôpital Saint-Barnabé de Ngousso,Yaoundé,Yaoundé V,Ngousso,3.81653,11.442804,+237 693 060 681,barnabéngousso@sante.cm,Hôpital de District,Non,Oui,Oui,Oui
HOP0272,Hôpital Tabi de PK14,Douala,Douala VI,PK14,3.980671,9.698709,+237 699 141 768,tabipk14@minsante.cm,Hôpital de District,Non,Oui,Oui,Oui
HOP0273,Clinique Cécile Mbanya,Douala,Douala II,Mbanya,4.036733,9.712595,+237 654 520 423,cécimbanya@sante.cm,Hôpital de District,Oui,Non,Oui,Non
HOP0274,Centre Hospitalier de Village,Douala,Douala II,Village,3.998472,9.75605,+237 655 569 689,village@minsante.cm,Hôpital de District,Non,Non,Non,Oui
HOP0275,Clinique Feudjio,Yaoundé,Yaoundé IV,Elig-Essono,3.811081,11.579635,+237 692 427 861,feudjio@gmail.com,Hôpital de District,Oui,Non,Oui,Non
HOP0276,Clinique Cécile Djoungolo,Yaoundé,Yaoundé IV,Djoungolo,3.953404,11.475371,+237 694 521 820,cécidjoungolo@sante.cm,Hôpital de District,Non,Non,Non,Oui
HOP0277,Centre Hospitalier de Mbanya,Douala,Douala IV,Mbanya,4.035782,9.642927,+237 699 313 961,mbanya@yahoo.fr,Hôpital de District,Oui,Oui,Oui,Oui
HOP0278,Hôpital Ondoa de Bonaberi,Douala,Douala V,Bonaberi,4.02511,9.787596,+237 696 705 186,ondoabonaberi@gmail.com,Hôpital de District,Non,Oui,Oui,Oui
HOP0279,Centre Hospitalier de Bangue,Douala,Douala VI,Bangue,3.982509,9.669822,+237 697 389 927,bangue@hopitalcam.cm,Hôpital de District,Oui,Non,Oui,Oui
HOP0280,Hôpital Tchoupo de Nlongkak,Yaoundé,Yaoundé VI,Nlongkak,3.848702,11.451541,+237 679 719 450,tchouponlongka@gmail.com,Hôpital de District,Non,Oui,Non,Oui
HOP0281,Hôpital Fotso de Kotto,Douala,Douala III,Kotto,4.113759,9.708228,+237 242 846 656,fotsokotto@hotmail.com,Hôpital de District,Non,Non,Non,Oui
HOP0282,Hôpital Saint-François de Makepe,Douala,Douala V,Makepe,4.024816,9.706541,+237 697 291 280,françoismakepe@hotmail.com,Hôpital de District,Oui,Non,Oui,Non
HOP0283,Clinique Anne Ndog-Bong,Douala,Douala II,Ndog-Bong,4.025447,9.645754,+237 653 520 279,annendog-bong@hotmail.com,Hôpital de District,Non,Non,Oui,Oui
HOP0284,Hôpital Belinga de Aetemengue,Yaoundé,Yaoundé V,Aetemengue,3.871017,11.460613,+237 242 731 331,belingaaetemen@minsante.cm,Hôpital de District,Non,Oui,Non,Non
HOP0285,Clinique Michel Bepanda,Douala,Douala IV,Bepanda,4.104495,9.7232,+237 698 653 490,michelbepanda@gmail.com,Hôpital de District,Non,Non,Oui,Non
HOP0286,Hôpital Ngu de Bonaloka,Douala,Douala I,Bonaloka,4.122011,9.658898,+237 678 630 502,ngubonaloka@gmail.com,Hôpital de District,Oui,Oui,Oui,Oui
HOP0287,Clinique Jeanne Kondengui,Yaoundé,Yaoundé V,Kondengui,3.91581,11.467108,+237 691 879 948,jeannekondengu@sante.cm,Hôpital de District,Non,Non,Non,Oui
