id,nom,ville,arrondissement,quartier,latitude,longitude,telephone,email,pharmacie_de_garde,type_garde,horaires,livraison_domicile,parapharmacie,materiel_medical
PHA0132,Officine Zang de Boko,Douala,Douala V,Boko,4.082531,9.788088,+237 692 813 948,zangboko@sante.cm,Oui,Nuit,20h00 — 08h00,Oui,Oui,Oui
PHA0133,Pharmacie François Ndoghem,Douala,Douala IV,Ndoghem,4.054399,9.7047,+237 242 628 103,françoisndoghe@yahoo.fr,Oui,Nuit,20h00 — 08h00,Non,Non,Non
PHA0134,Pharmacie du Nzeng-Ayong,Douala,Douala IV,Nzeng-Ayong,4.064447,9.682496,+237 690 127 760,nzeng-ayong@gmail.com,Non,Standard,Lun–Dim 08h00–20h00,Non,Non,Non
PHA0135,Officine Nkoa de Bonapriso,Douala,Douala III,Bonapriso,4.051364,9.687879,+237 691 624 986,nkoabonapriso@hotmail.com,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0136,Pharmacie Fotso,Yaoundé,Yaoundé VI,Briqueterie,3.811564,11.40587,+237 651 803 856,fotso@pharmacie.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Non
PHA0137,Officine Fotso de Village,Douala,Douala V,Village,4.027903,9.788199,+237 678 973 786,fotsovillage@sante.cm,Non,Standard,Lun–Ven 08h00–19h00,Oui,Non,Oui
PHA0138,Pharmacie Joseph Bonaloka,Douala,Douala III,Bonaloka,4.109571,9.659993,+237 243 198 027,josephbonaloka@yahoo.fr,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Non
PHA0139,Officine Onana de Nsam,Yaoundé,Yaoundé I,Nsam,3.917501,11.586503,+237 692 546 061,onanansam@hotmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Oui,Non,Non
PHA0140,Pharmacie Saint-Anne,Yaoundé,Yaoundé II,Mokolo,3.868198,11.509569,+237 693 347 159,anne@yahoo.fr,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Oui
PHA0141,Pharmacie de la Harmonie,Yaoundé,Yaoundé VI,Santa Barbara,3.925336,11.557921,+237 651 168 160,harmonie@yahoo.fr,Oui,Permanente,24h/24 — 7j/7,Oui,Oui,Oui
PHA0142,Pharmacie du Koumassi,Douala,Douala VI,Koumassi,4.130731,9.696367,+237 655 300 739,koumassi@pharmacie.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Non
PHA0143,Pharmacie Paul Omnisports,Yaoundé,Yaoundé VII,Omnisports,3.926552,11.541053,+237 652 027 844,paulomnisports@sante.cm,Non,Standard,Lun–Sam 07h30–20h00,Non,Non,Non
PHA0144,Pharmacie Bernadette Nlongkak,Yaoundé,Yaoundé IV,Nlongkak,3.866507,11.440323,+237 655 617 845,bernadettenlon@yahoo.fr,Oui,Nuit,20h00 — 08h00,Non,Non,Non
PHA0145,Officine Tabi de Bassa,Douala,Douala IV,Bassa,4.010061,9.656446,+237 679 420 392,tabibassa@hotmail.com,Oui,Nuit,20h00 — 08h00,Oui,Non,Non
PHA0146,Pharmacie Saint-Félicité,Yaoundé,Yaoundé IV,Messa,3.745552,11.487932,+237 679 779 011,félicité@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Oui,Oui,Oui
PHA0147,Pharmacie Monique Carrière,Yaoundé,Yaoundé IV,Carrière,3.814946,11.511835,+237 233 494 517,moniquecarrièr@yahoo.fr,Oui,Nuit,20h00 — 08h00,Oui,Non,Non
PHA0148,Pharmacie Damien Ndokoti,Douala,Douala II,Ndokoti,4.057847,9.772782,+237 233 209 162,damienndokoti@hotmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Oui
PHA0149,Pharmacie Jean Ndokoti,Douala,Douala V,Ndokoti,4.061738,9.694386,+237 695 595 410,jeanndokoti@gmail.com,Non,Standard,Lun–Sam 07h30–20h00,Oui,Non,Oui
PHA0150,Pharmacie Louis Ndoghem,Douala,Douala IV,Ndoghem,4.010119,9.75605,+237 691 120 957,louisndoghem@gmail.com,Non,Standard,Lun–Sam 07h00–21h00,Non,Oui,Non
PHA0151,Officine Zang de Deido,Douala,Douala III,Deido,4.10533,9.69268,+237 222 875 980,zangdeido@pharmacie.cm,Oui,Permanente,24h/24 — 7j/7,Oui,Non,Oui
PHA0152,Pharmacie Bruno Ndokoti,Douala,Douala V,Ndokoti,4.091134,9.743507,+237 243 910 774,brunondokoti@gmail.com,Oui,Nuit,20h00 — 08h00,Oui,Oui,Non
PHA0153,Pharmacie du New Bell,Douala,Douala I,New Bell,3.975382,9.684467,+237 698 245 458,newbell@yahoo.fr,Non,Standard,Lun–Dim 08h00–20h00,Non,Non,Non
PHA0154,Officine Manga de Nkoabang,Yaoundé,Yaoundé I,Nkoabang,3.807782,11.532152,+237 651 257 038,mangankoabang@gmail.com,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Non
PHA0155,Officine Nkeng de Cité des Palmiers,Douala,Douala VI,Cité des Palmiers,4.092879,9.670137,+237 699 008 793,nkengcitédespa@yahoo.fr,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0156,Pharmacie Cécile Bonaloka,Douala,Douala II,Bonaloka,3.995517,9.682551,+237 654 290 150,cécibonaloka@gmail.com,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Oui
PHA0157,Pharmacie du Odza,Yaoundé,Yaoundé III,Odza,3.818871,11.517897,+237 694 470 067,odza@gmail.com,Non,Standard,Lun–Ven 08h00–19h00,Non,Non,Oui
PHA0158,Pharmacie Monique Japoma,Douala,Douala VI,Japoma,4.039472,9.723556,+237 650 283 754,moniquejapoma@pharmacie.cm,Non,Standard,Lun–Dim 08h00–20h00,Oui,Oui,Non
PHA0159,Officine Essomba de Ndog-Passi III,Douala,Douala I,Ndog-Passi III,4.020028,9.672481,+237 694 130 088,essombandog-pa@yahoo.fr,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Oui
PHA0160,Officine Fotso de Deido,Douala,Douala V,Deido,4.028673,9.644388,+237 697 540 984,fotsodeido@pharmacie.cm,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Oui
PHA0161,Officine Mvogo de Bessengue,Douala,Douala IV,Bessengue,4.055422,9.748914,+237 655 600 883,mvogobessengue@hotmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Non
PHA0162,Officine Abega de Biyem-Assi,Yaoundé,Yaoundé VII,Biyem-Assi,3.773515,11.421352,+237 699 811 420,abegabiyem-ass@pharmacie.cm,Non,Standard,Lun–Sam 07h00–21h00,Oui,Non,Non
PHA0163,Officine Mvogo de Ndokoti,Douala,Douala III,Ndokoti,4.031503,9.738267,+237 692 399 221,mvogondokoti@hotmail.com,Non,Standard,Lun–Dim 08h00–20h00,Non,Non,Non
PHA0164,Pharmacie Damien PK14,Douala,Douala III,PK14,4.030942,9.777456,+237 222 517 484,damienpk14@gmail.com,Oui,Permanente,24h/24 — 7j/7,Oui,Non,Oui
PHA0165,Pharmacie de Mvog-Ada,Yaoundé,Yaoundé IV,Mvog-Ada,3.842404,11.539477,+237 692 727 728,mvog-ada@pharmacie.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Non
PHA0166,Officine Nguele de PK14,Douala,Douala II,PK14,3.987747,9.74067,+237 694 923 495,nguepk14@gmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Oui,Oui,Oui
PHA0167,Pharmacie de Mvan,Yaoundé,Yaoundé II,Mvan,3.79075,11.42743,+237 694 870 443,mvan@pharmacie.cm,Non,Standard,Lun–Dim 08h00–20h00,Non,Oui,Oui
PHA0168,Pharmacie du Nkolmesseng,Yaoundé,Yaoundé III,Nkolmesseng,3.948909,11.464847,+237 652 972 616,nkolmesseng@gmail.com,Non,Standard,Lun–Ven 08h00–19h00,Non,Non,Non
PHA0169,Pharmacie Luc Bonapriso,Douala,Douala II,Bonapriso,4.009403,9.746984,+237 650 909 999,lucbonapriso@hotmail.com,Non,Standard,Lun–Dim 08h00–20h00,Non,Oui,Non
PHA0170,Pharmacie Joseph Nsam,Yaoundé,Yaoundé I,Nsam,3.906114,11.409872,+237 694 147 815,josephnsam@pharmacie.cm,Non,Standard,Lun–Sam 07h30–20h00,Non,Oui,Non
PHA0171,Pharmacie Camille PK12,Douala,Douala I,PK12,4.083364,9.748141,+237 696 725 528,camilpk12@pharmacie.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Non
PHA0172,Officine Onana de Madagascar,Yaoundé,Yaoundé VII,Madagascar,3.818748,11.553336,+237 697 806 887,onanamadagasca@pharmacie.cm,Non,Standard,Lun–Sam 07h30–20h00,Non,Non,Oui
PHA0173,Pharmacie Marc Bangue,Douala,Douala III,Bangue,4.013206,9.764826,+237 651 803 331,marcbangue@hotmail.com,Non,Standard,Lun–Sam 07h00–21h00,Non,Oui,Oui
PHA0174,Officine Moussa de Bali,Douala,Douala II,Bali,4.094896,9.76027,+237 692 931 512,moussabali@yahoo.fr,Oui,Nuit,20h00 — 08h00,Oui,Non,Non
PHA0175,Officine Ekani de Nzeng-Ayong,Douala,Douala VI,Nzeng-Ayong,4.089163,9.628453,+237 651 365 938,ekaninzeng-ayo@sante.cm,Non,Standard,Lun–Sam 07h00–21h00,Non,Oui,Oui
PHA0176,Officine Djoumbi de Bonaberi,Douala,Douala I,Bonaberi,4.010565,9.63506,+237 697 862 082,djoumbibonaber@gmail.com,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Non
PHA0177,Pharmacie Eba,Yaoundé,Yaoundé VII,Nlongkak,3.827089,11.403991,+237 222 428 965,eba@gmail.com,Oui,Nuit,20h00 — 08h00,Non,Oui,Oui
PHA0178,Pharmacie Ondoa,Yaoundé,Yaoundé III,Mvog-Atangana,3.85015,11.503989,+237 242 197 042,ondoa@sante.cm,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Non
PHA0179,Officine Mbassi de Boko,Douala,Douala VI,Boko,4.094105,9.711121,+237 655 928 271,mbassiboko@sante.cm,Non,Standard,Lun–Sam 07h30–20h00,Non,Non,Non
PHA0180,Pharmacie du Mvog-Beti,Yaoundé,Yaoundé VII,Mvog-Beti,3.875298,11.494936,+237 697 630 094,mvog-beti@hotmail.com,Non,Standard,Lun–Sam 07h00–21h00,Non,Non,Oui
PHA0181,Pharmacie Augustin Étoa-Meki,Yaoundé,Yaoundé I,Étoa-Meki,3.771298,11.56611,+237 698 323 183,augustinétoa-m@gmail.com,Non,Standard,Lun–Sam 07h30–20h00,Oui,Oui,Oui
PHA0182,Pharmacie Gabriel Nzeng-Ayong,Douala,Douala I,Nzeng-Ayong,4.085707,9.641086,+237 692 956 547,gabrielnzeng-a@hotmail.com,Non,Standard,Lun–Sam 07h30–20h00,Oui,Non,Oui
PHA0183,Officine Moussa de Omnisports,Yaoundé,Yaoundé IV,Omnisports,3.927071,11.508608,+237 699 234 832,moussaomnispor@sante.cm,Oui,Nuit,20h00 — 08h00,Non,Non,Oui
PHA0184,Officine Ekani de Ngousso,Yaoundé,Yaoundé VI,Ngousso,3.874205,11.539398,+237 699 079 758,ekaningousso@gmail.com,Oui,Nuit,20h00 — 08h00,Non,Oui,Oui
PHA0185,Pharmacie du Olembe,Yaoundé,Yaoundé II,Olembe,3.749687,11.457881,+237 690 065 521,olembe@pharmacie.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Oui,Non,Oui
PHA0186,Pharmacie Anne PK14,Douala,Douala III,PK14,4.065333,9.764878,+237 695 517 745,annepk14@hotmail.com,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Oui
PHA0187,Pharmacie Paul Cité Verte,Yaoundé,Yaoundé VI,Cité Verte,3.838072,11.526616,+237 651 971 574,paulcitéverte@sante.cm,Non,Standard,Lun–Dim 08h00–20h00,Non,Oui,Oui
PHA0188,Officine Ndjock de Bonanjo,Douala,Douala II,Bonanjo,4.126006,9.66276,+237 243 626 898,ndjockbonanjo@yahoo.fr,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Non
PHA0189,Pharmacie du Mvog-Atangana,Yaoundé,Yaoundé IV,Mvog-Atangana,3.864447,11.471776,+237 691 433 065,mvog-atangana@gmail.com,Non,Standard,Lun–Sam 07h30–20h00,Oui,Non,Non
PHA0190,Pharmacie Joseph Ndog-Passi III,Douala,Douala III,Ndog-Passi III,3.99702,9.757648,+237 222 061 675,josephndog-pas@pharmacie.cm,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Oui
PHA0191,Officine Zang de Mboppi,Douala,Douala I,Mboppi,4.008898,9.666921,+237 650 240 894,zangmboppi@hotmail.com,Non,Standard,Lun–Dim 08h00–20h00,Non,Non,Non
PHA0192,Officine Ngoa de PK17,Douala,Douala IV,PK17,4.01057,9.739809,+237 652 686 092,ngoapk17@gmail.com,Oui,Nuit,20h00 — 08h00,Oui,Non,Non
PHA0193,Pharmacie Saint-Jeanne,Yaoundé,Yaoundé IV,Mvog-Atangana,3.943021,11.53418,+237 655 432 635,jeanne@gmail.com,Non,Standard,Lun–Sam 07h00–21h00,Non,Oui,Non
PHA0194,Officine Nguele de Messa,Yaoundé,Yaoundé IV,Messa,3.793442,11.46344,+237 242 175 478,nguemessa@gmail.com,Non,Standard,Lun–Sam 07h00–21h00,Oui,Oui,Oui
PHA0195,Pharmacie Patrick Village,Douala,Douala III,Village,4.09025,9.760271,+237 699 367 846,patrickvillage@gmail.com,Non,Standard,Lun–Sam 08h00–18h30,Oui,Oui,Non
PHA0196,Officine Zang de Bonaberi,Douala,Douala IV,Bonaberi,4.134664,9.68398,+237 651 706 528,zangbonaberi@yahoo.fr,Oui,Permanente,24h/24 — 7j/7,Oui,Non,Oui
PHA0197,Pharmacie de Makepe,Douala,Douala VI,Makepe,4.11446,9.676958,+237 654 990 073,makepe@gmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Non
PHA0198,Officine Ndjock de Bastos,Yaoundé,Yaoundé II,Bastos,3.869226,11.575663,+237 690 384 875,ndjockbastos@sante.cm,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Oui
PHA0199,Pharmacie Félicité PK8,Douala,Douala III,PK8,4.071782,9.651009,+237 222 879 705,félicitépk8@gmail.com,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Oui
PHA0200,Pharmacie Marc Nyalla,Douala,Douala III,Nyalla,4.099687,9.700448,+237 695 160 862,marcnyalla@hotmail.com,Oui,Permanente,24h/24 — 7j/7,Non,Non,Oui
PHA0201,Pharmacie Saint-Luc,Yaoundé,Yaoundé IV,Cité Verte,3.887882,11.565242,+237 653 694 012,luc@gmail.com,Oui,Permanente,24h/24 — 7j/7,Non,Non,Oui
PHA0202,Pharmacie Félicité Japoma,Douala,Douala VI,Japoma,4.002199,9.644908,+237 692 158 422,félicitéjapoma@sante.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Oui
PHA0203,Pharmacie Raphaël Nsam,Yaoundé,Yaoundé IV,Nsam,3.823145,11.481073,+237 650 299 064,raphaëlnsam@pharmacie.cm,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Non
PHA0204,Pharmacie de Bepanda,Douala,Douala I,Bepanda,4.100875,9.689412,+237 652 835 660,bepanda@sante.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Oui
PHA0205,Pharmacie Élisabeth Makepe,Douala,Douala I,Makepe,4.113306,9.706104,+237 677 692 261,élisabethmakep@sante.cm,Non,Standard,Lun–Sam 07h00–21h00,Oui,Oui,Non
PHA0206,Officine Kuitche de Djoungolo,Yaoundé,Yaoundé V,Djoungolo,3.760022,11.449369,+237 653 212 609,kuitchedjoungo@gmail.com,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0207,Pharmacie Bello,Yaoundé,Yaoundé I,Émana,3.850962,11.553767,+237 654 036 032,bello@sante.cm,Non,Standard,Lun–Dim 08h00–20h00,Non,Oui,Non
PHA0208,Officine Manga de Bastos,Yaoundé,Yaoundé VI,Bastos,3.8367,11.418671,+237 243 563 466,mangabastos@pharmacie.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Non
PHA0209,Officine Kuitche de Bessengue,Douala,Douala V,Bessengue,3.973702,9.734724,+237 695 084 880,kuitchebesseng@sante.cm,Non,Standard,Lun–Sam 07h30–20h00,Non,Non,Non
PHA0210,Pharmacie Louis Madagascar,Yaoundé,Yaoundé II,Madagascar,3.889565,11.551943,+237 695 451 739,louismadagasca@hotmail.com,Non,Standard,Lun–Dim 08h00–20h00,Non,Oui,Oui
PHA0211,Pharmacie Luc Olembe,Yaoundé,Yaoundé I,Olembe,3.891222,11.481477,+237 678 709 813,lucolembe@pharmacie.cm,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Non
PHA0212,Officine Ateba de Nyalla,Douala,Douala III,Nyalla,4.053128,9.794487,+237 691 214 011,atebanyalla@pharmacie.cm,Non,Standard,Lun–Ven 08h00–19h00,Oui,Oui,Oui
PHA0213,Officine Feudjio de Mvog-Beti,Yaoundé,Yaoundé VII,Mvog-Beti,3.834539,11.414615,+237 698 100 015,feudjiomvog-be@pharmacie.cm,Non,Standard,Lun–Sam 08h00–18h30,Non,Non,Non
PHA0214,Officine Eba de Mokolo,Yaoundé,Yaoundé VI,Mokolo,3.88754,11.436692,+237 695 700 359,ebamokolo@sante.cm,Oui,Nuit,20h00 — 08h00,Oui,Oui,Oui
PHA0215,Officine Djoumbi de PK10,Douala,Douala II,PK10,4.10201,9.780847,+237 694 757 233,djoumbipk10@gmail.com,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Oui
PHA0216,Officine Eba de Efoulan,Yaoundé,Yaoundé VI,Efoulan,3.86771,11.519206,+237 693 266 394,ebaefoulan@hotmail.com,Non,Standard,Lun–Ven 08h00–19h00,Non,Oui,Oui
PHA0217,Officine Mvogo de Mvog-Ada,Yaoundé,Yaoundé II,Mvog-Ada,3.872659,11.455829,+237 690 665 796,mvogomvog-ada@hotmail.com,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Non
PHA0218,Pharmacie du Bonaberi,Douala,Douala V,Bonaberi,4.027687,9.673455,+237 650 858 085,bonaberi@sante.cm,Non,Standard,Lun–Ven 08h00–19h00,Non,Non,Non
PHA0219,Pharmacie Paul Bonaberi,Douala,Douala I,Bonaberi,4.136742,9.699461,+237 697 714 157,paulbonaberi@yahoo.fr,Non,Standard,Lun–Ven 08h00–19h00,Non,Oui,Oui
PHA0220,Pharmacie Anne Youpwé,Douala,Douala II,Youpwé,4.013219,9.656671,+237 651 409 874,anneyoupwé@gmail.com,Non,Standard,Lun–Dim 08h00–20h00,Non,Oui,Non
PHA0221,Pharmacie André Bessengue,Douala,Douala VI,Bessengue,4.018013,9.638848,+237 655 718 664,andrébessengue@hotmail.com,Oui,Nuit,20h00 — 08h00,Oui,Oui,Non
PHA0222,Pharmacie de Cité Verte,Yaoundé,Yaoundé IV,Cité Verte,3.83478,11.462542,+237 650 256 079,citéverte@gmail.com,Non,Standard,Lun–Sam 07h00–21h00,Non,Oui,Oui
PHA0223,Officine Mbassi de Ndokoti,Douala,Douala III,Ndokoti,4.089193,9.700345,+237 699 023 803,mbassindokoti@yahoo.fr,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0224,Officine Nlend de Melen,Yaoundé,Yaoundé II,Melen,3.791713,11.561319,+237 696 082 904,nlendmelen@yahoo.fr,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Oui
PHA0225,Officine Biyiti de Messa,Yaoundé,Yaoundé I,Messa,3.78259,11.488962,+237 650 852 478,biyitimessa@hotmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Oui
PHA0226,Pharmacie du Nkol-Afeme,Yaoundé,Yaoundé VII,Nkol-Afeme,3.810288,11.559012,+237 655 382 930,nkol-afeme@sante.cm,Non,Standard,Lun–Dim 08h00–20h00,Oui,Non,Non
PHA0227,Pharmacie François Etoudi,Yaoundé,Yaoundé V,Etoudi,3.8791,11.493088,+237 233 727 681,françoisetoudi@sante.cm,Oui,Permanente,24h/24 — 7j/7,Non,Non,Non
PHA0228,Officine Fotso de Ndogbong,Douala,Douala II,Ndogbong,4.026204,9.757118,+237 233 631 157,fotsondogbong@yahoo.fr,Oui,Nuit,20h00 — 08h00,Non,Non,Non
PHA0229,Officine Mvogo de Boko,Douala,Douala IV,Boko,4.112819,9.704796,+237 233 805 993,mvogoboko@hotmail.com,Non,Standard,Lun–Dim 08h00–20h00,Non,Oui,Non
PHA0230,Pharmacie du Boko,Douala,Douala II,Boko,4.069005,9.697441,+237 651 339 685,boko@hotmail.com,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0231,Pharmacie Anne Nkongmondo,Douala,Douala III,Nkongmondo,4.002266,9.686753,+237 650 975 473,annenkongmondo@pharmacie.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Non
PHA0232,Pharmacie Monique Émana,Yaoundé,Yaoundé VI,Émana,3.803229,11.522601,+237 690 010 057,moniqueémana@sante.cm,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Non
PHA0233,Pharmacie Camille Deido,Douala,Douala V,Deido,4.115977,9.649204,+237 243 154 222,camildeido@hotmail.com,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Oui
PHA0234,Pharmacie de PK14,Douala,Douala III,PK14,4.045528,9.642701,+237 654 753 689,pk14@sante.cm,Non,Standard,Lun–Sam 07h00–21h00,Non,Oui,Oui
PHA0235,Officine Tabi de Obili,Yaoundé,Yaoundé VII,Obili,3.90478,11.489664,+237 222 169 109,tabiobili@gmail.com,Oui,Permanente,24h/24 — 7j/7,Oui,Non,Oui
PHA0236,Officine Simo de Santa Barbara,Yaoundé,Yaoundé VII,Santa Barbara,3.923775,11.539973,+237 233 376 381,simosantabarba@yahoo.fr,Oui,Nuit,20h00 — 08h00,Non,Non,Non
PHA0237,Pharmacie Anne Mvog-Beti,Yaoundé,Yaoundé II,Mvog-Beti,3.864082,11.597157,+237 652 423 530,annemvog-beti@sante.cm,Oui,Permanente,24h/24 — 7j/7,Non,Non,Non
PHA0238,Pharmacie du Efoulan,Yaoundé,Yaoundé VII,Efoulan,3.863099,11.586246,+237 692 675 854,efoulan@sante.cm,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Oui
PHA0239,Officine Mvé de Nkolmesseng,Yaoundé,Yaoundé II,Nkolmesseng,3.949525,11.474396,+237 243 239 163,mvénkolmesseng@sante.cm,Non,Standard,Lun–Dim 08h00–20h00,Non,Non,Oui
PHA0240,Officine Hamadou de Village,Douala,Douala II,Village,4.130804,9.740649,+237 694 691 533,hamadouvillage@pharmacie.cm,Non,Standard,Lun–Sam 07h30–20h00,Non,Non,Oui
PHA0241,Pharmacie Bernadette Bonanjo,Douala,Douala III,Bonanjo,4.044832,9.772747,+237 678 675 446,bernadettebona@sante.cm,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0242,Pharmacie Anne Bonamoussadi,Douala,Douala VI,Bonamoussadi,4.074802,9.747598,+237 693 496 212,annebonamoussa@yahoo.fr,Non,Standard,Lun–Sam 08h00–18h30,Non,Non,Non
PHA0243,Pharmacie Félicité Biteng,Yaoundé,Yaoundé VI,Biteng,3.832103,11.424993,+237 650 058 078,félicitébiteng@gmail.com,Oui,Nuit,20h00 — 08h00,Non,Non,Oui
PHA0244,Pharmacie Augustin Bonaberi,Douala,Douala II,Bonaberi,4.004497,9.695654,+237 677 785 239,augustinbonabe@hotmail.com,Non,Standard,Lun–Sam 08h00–18h30,Non,Non,Non
PHA0245,Pharmacie André Ndogpassi,Douala,Douala II,Ndogpassi,4.102342,9.712378,+237 698 205 655,andréndogpassi@pharmacie.cm,Oui,Permanente,24h/24 — 7j/7,Non,Non,Oui
PHA0246,Pharmacie de Mboppi,Douala,Douala III,Mboppi,4.002389,9.714928,+237 233 493 969,mboppi@yahoo.fr,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Non
PHA0247,Pharmacie de Briqueterie,Yaoundé,Yaoundé VII,Briqueterie,3.887207,11.442178,+237 699 601 605,briqueterie@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Non,Oui,Oui
PHA0248,Pharmacie Étienne Elig-Essono,Yaoundé,Yaoundé III,Elig-Essono,3.884426,11.526834,+237 699 993 259,étienneelig-es@yahoo.fr,Non,Standard,Lun–Sam 08h00–18h30,Oui,Oui,Non
PHA0249,Pharmacie Damien Ndog-Bong,Douala,Douala III,Ndog-Bong,4.120119,9.762418,+237 696 791 996,damienndog-bon@hotmail.com,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Oui
PHA0250,Officine Ateba de Ndoghem,Douala,Douala IV,Ndoghem,4.027404,9.756828,+237 222 046 571,atebandoghem@gmail.com,Non,Standard,Lun–Ven 08h00–19h00,Oui,Oui,Non
PHA0251,Pharmacie de Nyalla,Douala,Douala V,Nyalla,4.011456,9.776731,+237 242 598 623,nyalla@yahoo.fr,Non,Standard,Lun–Dim 08h00–20h00,Non,Non,Non
PHA0252,Pharmacie Nkoa,Yaoundé,Yaoundé III,Nkoabang,3.810175,11.50648,+237 691 798 513,nkoa@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Oui,Non,Non
PHA0253,Pharmacie du Bali,Douala,Douala III,Bali,4.026145,9.657754,+237 691 261 065,bali@pharmacie.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Oui
PHA0254,Officine Bello de Etoudi,Yaoundé,Yaoundé I,Etoudi,3.789245,11.567621,+237 695 066 430,belloetoudi@gmail.com,Non,Standard,Lun–Ven 08h00–19h00,Oui,Oui,Oui
PHA0255,Officine Bikié de Ndogbong,Douala,Douala I,Ndogbong,4.039283,9.653794,+237 655 257 212,bikiéndogbong@hotmail.com,Oui,Nuit,20h00 — 08h00,Non,Oui,Oui
PHA0256,Pharmacie du Cité Verte,Yaoundé,Yaoundé VII,Cité Verte,3.83347,11.574682,+237 651 901 386,citéverte@hotmail.com,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Non
PHA0257,Officine Ondoa de Biteng,Yaoundé,Yaoundé I,Biteng,3.865056,11.609392,+237 655 305 933,ondoabiteng@hotmail.com,Non,Standard,Lun–Sam 07h30–20h00,Oui,Oui,Oui
PHA0258,Pharmacie Jeanne Mvog-Beti,Yaoundé,Yaoundé VII,Mvog-Beti,3.864804,11.418444,+237 692 960 379,jeannemvog-bet@yahoo.fr,Non,Standard,Lun–Ven 08h00–19h00,Non,Non,Non
PHA0259,Officine Fouda de Ndokoti,Douala,Douala III,Ndokoti,4.015464,9.767961,+237 650 697 130,foudandokoti@gmail.com,Non,Standard,Lun–Dim 08h00–20h00,Non,Oui,Oui
PHA0260,Pharmacie du Ndog-Passi III,Douala,Douala IV,Ndog-Passi III,4.043578,9.634963,+237 691 087 413,ndog-passiiii@pharmacie.cm,Non,Standard,Lun–Sam 07h30–20h00,Oui,Oui,Non
PHA0261,Officine Essomba de New Bell,Douala,Douala VI,New Bell,4.025231,9.674579,+237 242 222 908,essombanewbell@yahoo.fr,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0262,Pharmacie Onana,Yaoundé,Yaoundé I,Santa Barbara,3.829648,11.422234,+237 243 214 268,onana@gmail.com,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0263,Pharmacie Feudjio,Yaoundé,Yaoundé V,Mvog-Ada,3.778358,11.543277,+237 222 118 316,feudjio@yahoo.fr,Non,Standard,Lun–Ven 08h00–19h00,Oui,Oui,Oui
