id,nom,ville,arrondissement,quartier,latitude,longitude,telephone,email,kinesitherapie,reeducation_post_op,reeducation_neurologique,reeducation_pediatrique,osteopathie,appareillage_orthopedique,seances_domicile,horaires
KIN0123,Physiothérapie Tchoupo,Yaoundé,Yaoundé IV,Mvog-Mbi,3.872652,11.399994,+237 652 194 413,physiothérapie@kine.cm,Oui,Oui,Oui,Non,Non,Oui,Oui,Lun–Ven 08h00–18h00
KIN0124,Centre de Rééducation Saint-Gabriel,Yaoundé,Yaoundé IV,Kondengui,3.851897,11.537523,+237 233 400 423,gabriel@kine.cm,Oui,Oui,Oui,Non,Oui,Non,Non,Lun–Sam 08h00–17h00
KIN0125,Centre de Kinésithérapie de Akwa,Douala,Douala IV,Bangue,4.0599,9.690985,+237 679 589 655,akwa@yahoo.fr,Oui,Oui,Oui,Non,Non,Non,Non,Lun–Sam 08h00–17h00
KIN0126,Centre de Kinésithérapie de PK14,Douala,Douala I,Kotto,4.014557,9.628928,+237 652 538 118,pk14@hotmail.com,Oui,Non,Non,Non,Non,Non,Oui,Lun–Sam 08h30–18h30
KIN0127,Centre de Kinésithérapie de Kondengui,Yaoundé,Yaoundé I,Essos,3.773483,11.504181,+237 222 317 719,kondengui@hotmail.com,Oui,Oui,Oui,Non,Oui,Oui,Non,7j/7 — 08h00–20h00
KIN0128,Cabinet Kiné Biyiti,Yaoundé,Yaoundé III,Biyem-Assi,3.778211,11.427452,+237 693 366 216,kinébiyiti@hotmail.com,Oui,Oui,Oui,Oui,Non,Oui,Oui,Lun–Sam 08h30–18h30
KIN0129,Centre de Rééducation Confiance,Douala,Douala IV,Cité des Palmiers,4.025111,9.673163,+237 650 819 121,confiance@kine.cm,Oui,Oui,Oui,Non,Oui,Non,Oui,Lun–Sam 08h30–18h30
KIN0130,Physiothérapie Simo,Yaoundé,Yaoundé V,Ekounou,3.765232,11.529395,+237 699 837 808,physiothérapie@gmail.com,Oui,Non,Non,Oui,Non,Non,Non,Lun–Sam 07h00–20h00
KIN0131,Centre de Kinésithérapie de Sodiko,Douala,Douala I,PK8,4.040119,9.672594,+237 698 181 897,sodiko@yahoo.fr,Oui,Non,Non,Non,Non,Non,Non,Lun–Ven 08h00–18h00
KIN0132,Centre de Rééducation Bien-être,Douala,Douala VI,Ndog-Passi III,4.08277,9.689011,+237 654 647 720,bien-être@kine.cm,Oui,Non,Oui,Oui,Non,Non,Non,Lun–Sam 08h00–17h00
KIN0133,Centre de Rééducation Santé,Yaoundé,Yaoundé V,Briqueterie,3.859983,11.584768,+237 699 976 743,santé@hotmail.com,Oui,Non,Non,Oui,Non,Non,Non,7j/7 — 08h00–20h00
KIN0134,Centre de Kinésithérapie de PK12,Douala,Douala VI,Nyalla,4.009074,9.778066,+237 693 640 753,pk12@hotmail.com,Oui,Oui,Oui,Oui,Non,Non,Oui,Lun–Dim 08h00–18h00
KIN0135,Cabinet Kiné Ondoa,Yaoundé,Yaoundé V,Essos,3.913093,11.540319,+237 655 549 081,kinéondoa@yahoo.fr,Oui,Oui,Oui,Oui,Oui,Non,Oui,Lun–Sam 07h00–20h00
KIN0136,Centre de Kinésithérapie de Mboppi,Douala,Douala II,Nyalla,3.97115,9.675232,+237 655 118 574,mboppi@gmail.com,Oui,Oui,Oui,Non,Non,Non,Non,7j/7 — 08h00–20h00
KIN0137,Cabinet Kiné Engoulou,Yaoundé,Yaoundé VII,Elig-Essono,3.842841,11.408307,+237 691 608 640,kinéengoulou@kine.cm,Oui,Oui,Non,Non,Non,Non,Non,Lun–Ven 08h00–18h00
KIN0138,Physiothérapie Mbassi,Douala,Douala V,Koumassi,4.011824,9.655672,+237 655 671 574,physiothérapie@gmail.com,Oui,Non,Non,Non,Non,Oui,Oui,Lun–Sam 08h30–18h30
KIN0139,Physiothérapie Nkoa,Douala,Douala I,PK8,3.994859,9.72552,+237 651 214 499,physiothérapie@hotmail.com,Oui,Oui,Non,Oui,Non,Oui,Non,Lun–Dim 08h00–18h00
KIN0140,Cabinet de Kinésithérapie Joseph,Douala,Douala VI,Bassa,4.039852,9.725142,+237 242 259 227,joseph@yahoo.fr,Oui,Oui,Non,Oui,Non,Non,Oui,Lun–Sam 08h30–18h30
KIN0141,Centre de Rééducation Vie,Yaoundé,Yaoundé I,Mokolo,3.841195,11.42633,+237 654 599 084,vie@kine.cm,Oui,Oui,Non,Oui,Non,Non,Non,Lun–Sam 07h00–20h00
KIN0142,Centre de Rééducation Secours,Yaoundé,Yaoundé VII,Djoungolo,3.887074,11.588738,+237 692 090 221,secours@yahoo.fr,Oui,Oui,Oui,Non,Oui,Non,Non,Lun–Sam 08h30–18h30
KIN0143,Centre de Kinésithérapie de New Bell,Douala,Douala II,Ndokoti,4.069506,9.730861,+237 693 629 081,newbell@kine.cm,Oui,Oui,Oui,Oui,Non,Non,Oui,Lun–Sam 08h00–17h00
KIN0144,Physiothérapie Belinga,Yaoundé,Yaoundé III,Madagascar,3.918926,11.452716,+237 695 813 163,physiothérapie@yahoo.fr,Oui,Oui,Oui,Oui,Non,Non,Non,Lun–Ven 08h00–18h00
KIN0145,Centre de Rééducation Saint-Dominique,Douala,Douala I,Ndogbong,4.070151,9.667307,+237 233 595 979,dominique@kine.cm,Oui,Non,Non,Non,Non,Non,Oui,Lun–Sam 07h00–20h00
KIN0146,Centre de Rééducation Bonheur,Douala,Douala III,PK12,4.024041,9.746954,+237 698 165 419,bonheur@kine.cm,Oui,Non,Oui,Non,Non,Non,Non,Lun–Ven 07h30–17h30
KIN0147,Centre de Rééducation Saint-Joachim,Yaoundé,Yaoundé IV,Nkomo,3.899571,11.487531,+237 655 544 445,joachim@yahoo.fr,Oui,Oui,Oui,Oui,Non,Non,Non,Lun–Sam 07h30–19h00
KIN0148,Physiothérapie Nkoa,Yaoundé,Yaoundé V,Biyem-Assi,3.816956,11.487851,+237 650 688 003,physiothérapie@kine.cm,Oui,Oui,Non,Non,Non,Non,Oui,Lun–Sam 07h30–19h00
KIN0149,Physiothérapie Mvogo,Yaoundé,Yaoundé III,Nkomo,3.890201,11.523463,+237 692 174 830,physiothérapie@kine.cm,Oui,Non,Non,Oui,Non,Non,Oui,7j/7 — 08h00–20h00
KIN0150,Centre de Kinésithérapie de Mimboman,Yaoundé,Yaoundé IV,Mimboman,3.87562,11.465219,+237 655 434 941,mimboman@yahoo.fr,Oui,Oui,Oui,Oui,Non,Oui,Non,Lun–Ven 08h00–18h00
KIN0151,Cabinet Kiné Manga,Douala,Douala III,Ndog-Passi III,3.972114,9.744749,+237 690 037 898,kinémanga@gmail.com,Oui,Non,Non,Non,Non,Non,Non,Lun–Sam 07h30–19h00
KIN0152,Cabinet Kiné Nkoa,Yaoundé,Yaoundé I,Mvog-Ada,3.862688,11.472672,+237 242 255 556,kinénkoa@gmail.com,Oui,Oui,Non,Non,Non,Non,Oui,Lun–Dim 08h00–18h00
KIN0153,Centre de Rééducation Saint-Damien,Yaoundé,Yaoundé IV,Mvog-Atangana,3.775823,11.543649,+237 694 939 316,damien@kine.cm,Oui,Oui,Non,Oui,Non,Non,Non,7j/7 — 08h00–20h00
KIN0154,Physiothérapie Onana,Douala,Douala II,Bassa,4.088073,9.755209,+237 692 568 734,physiothérapie@kine.cm,Oui,Non,Oui,Oui,Non,Non,Non,Lun–Sam 07h00–20h00
KIN0155,Centre de Rééducation Saint-Thérèse,Yaoundé,Yaoundé II,Ahala,3.778071,11.521849,+237 690 939 911,thérèse@hotmail.com,Oui,Oui,Oui,Oui,Oui,Non,Non,Lun–Sam 07h00–20h00
KIN0156,Physiothérapie Wamba,Yaoundé,Yaoundé IV,Biteng,3.893148,11.423957,+237 650 818 713,physiothérapie@gmail.com,Oui,Oui,Oui,Oui,Non,Non,Oui,Lun–Sam 07h00–20h00
KIN0157,Physiothérapie Tchoupo,Douala,Douala V,Kotto,4.073009,9.743026,+237 242 235 329,physiothérapie@kine.cm,Oui,Oui,Oui,Oui,Oui,Non,Non,Lun–Sam 08h30–18h30
KIN0158,Physiothérapie Ateba,Douala,Douala IV,Nzeng-Ayong,4.113031,9.670299,+237 694 151 076,physiothérapie@hotmail.com,Oui,Oui,Non,Non,Non,Non,Non,7j/7 — 08h00–20h00
KIN0159,Cabinet Kiné Kuitche,Douala,Douala V,Village,4.028831,9.678945,+237 692 235 669,kinékuitche@kine.cm,Oui,Oui,Non,Oui,Non,Non,Non,Lun–Ven 07h30–17h30
KIN0160,Centre de Kinésithérapie de Nkomo,Yaoundé,Yaoundé IV,Simbock,3.864349,11.542103,+237 693 447 049,nkomo@gmail.com,Oui,Oui,Oui,Oui,Non,Non,Non,Lun–Sam 08h00–17h00
KIN0161,Centre de Rééducation Lumière,Douala,Douala VI,PK8,4.007139,9.766699,+237 691 289 345,lumière@kine.cm,Oui,Oui,Oui,Non,Non,Non,Oui,Lun–Sam 08h00–17h00
KIN0162,Centre de Rééducation Saint-Joseph,Yaoundé,Yaoundé IV,Ngousso,3.761678,11.54913,+237 697 535 282,joseph@yahoo.fr,Oui,Oui,Oui,Non,Non,Non,Non,Lun–Dim 08h00–18h00
KIN0163,Cabinet de Kinésithérapie Raphaël,Yaoundé,Yaoundé VII,Ahala,3.774005,11.461291,+237 679 074 380,raphaël@gmail.com,Oui,Oui,Oui,Oui,Oui,Non,Oui,Lun–Sam 07h00–20h00
KIN0164,Centre de Kinésithérapie de Koumassi,Douala,Douala III,PK14,4.109441,9.682895,+237 691 369 848,koumassi@yahoo.fr,Oui,Oui,Oui,Oui,Non,Non,Non,Lun–Sam 08h00–17h00
KIN0165,Centre de Rééducation Saint-Louis,Douala,Douala V,Sodiko,4.058369,9.773717,+237 691 459 650,louis@gmail.com,Oui,Oui,Non,Oui,Non,Non,Non,7j/7 — 08h00–20h00
KIN0166,Centre de Rééducation Saint-Marc,Douala,Douala III,Bangue,4.072893,9.70975,+237 691 152 496,marc@kine.cm,Oui,Oui,Non,Oui,Non,Non,Non,Lun–Sam 07h30–19h00
KIN0167,Centre de Kinésithérapie de Bonapriso,Douala,Douala III,Bali,4.131532,9.669959,+237 652 286 922,bonapriso@hotmail.com,Oui,Oui,Oui,Non,Non,Non,Oui,Lun–Ven 08h00–18h00
KIN0168,Physiothérapie Nguele,Yaoundé,Yaoundé II,Étoa-Meki,3.777115,11.432285,+237 222 580 953,physiothérapie@kine.cm,Oui,Oui,Non,Oui,Non,Non,Oui,Lun–Ven 07h30–17h30
KIN0169,Cabinet de Kinésithérapie Joseph,Douala,Douala V,Logbessou,4.127906,9.688802,+237 233 875 577,joseph@hotmail.com,Oui,Oui,Non,Non,Non,Non,Non,7j/7 — 08h00–20h00
KIN0170,Cabinet Kiné Owona,Yaoundé,Yaoundé II,Mvog-Beti,3.809717,11.565911,+237 695 388 100,kinéowona@kine.cm,Oui,Non,Oui,Oui,Non,Non,Non,7j/7 — 08h00–20h00
KIN0171,Physiothérapie Djoumbi,Douala,Douala V,Bonanjo,4.016746,9.652754,+237 692 596 860,physiothérapie@kine.cm,Oui,Oui,Non,Non,Non,Non,Non,Lun–Sam 07h30–19h00
KIN0172,Physiothérapie Mbarga,Yaoundé,Yaoundé II,Ngousso,3.882422,11.501797,+237 655 360 297,physiothérapie@yahoo.fr,Oui,Oui,Non,Oui,Oui,Non,Oui,Lun–Dim 08h00–18h00
KIN0173,Physiothérapie Eba,Douala,Douala V,Sodiko,4.104451,9.773001,+237 655 332 011,physiothérapie@hotmail.com,Oui,Oui,Non,Oui,Non,Non,Non,Lun–Sam 07h00–20h00
KIN0174,Centre de Kinésithérapie de Ndogpassi,Douala,Douala II,Koumassi,4.090423,9.67942,+237 652 779 967,ndogpassi@gmail.com,Oui,Oui,Non,Oui,Oui,Non,Non,Lun–Ven 07h30–17h30
KIN0175,Cabinet de Kinésithérapie Joachim,Douala,Douala III,Bassa,4.092987,9.674771,+237 677 023 251,joachim@hotmail.com,Oui,Oui,Oui,Non,Oui,Non,Non,7j/7 — 08h00–20h00
KIN0176,Physiothérapie Biyiti,Yaoundé,Yaoundé II,Mvog-Ada,3.840401,11.570364,+237 693 250 068,physiothérapie@hotmail.com,Oui,Non,Non,Non,Oui,Non,Non,7j/7 — 08h00–20h00
KIN0177,Centre de Kinésithérapie de Nlongkak,Yaoundé,Yaoundé VII,Nkoabang,3.817859,11.568411,+237 654 327 176,nlongkak@yahoo.fr,Oui,Oui,Oui,Non,Non,Oui,Non,Lun–Dim 08h00–18h00
KIN0178,Centre de Rééducation Progrès,Yaoundé,Yaoundé V,Briqueterie,3.898671,11.517755,+237 654 319 249,progrès@hotmail.com,Oui,Oui,Oui,Non,Non,Oui,Non,Lun–Sam 07h00–20h00
KIN0179,Cabinet de Kinésithérapie Gabriel,Yaoundé,Yaoundé III,Mvog-Beti,3.904783,11.411881,+237 693 773 699,gabriel@hotmail.com,Oui,Oui,Oui,Non,Non,Non,Non,7j/7 — 08h00–20h00
KIN0180,Cabinet Kiné Simo,Yaoundé,Yaoundé VII,Messa,3.81623,11.503459,+237 652 461 697,kinésimo@kine.cm,Oui,Oui,Oui,Non,Non,Non,Non,Lun–Sam 08h30–18h30
KIN0181,Centre de Rééducation Avenir,Douala,Douala I,Nzeng-Ayong,4.066886,9.766129,+237 651 894 761,avenir@kine.cm,Oui,Non,Non,Non,Non,Non,Non,7j/7 — 08h00–20h00
KIN0182,Centre de Rééducation Saint-Cécile,Douala,Douala III,Ndogbong,4.065295,9.721859,+237 690 014 801,cécile@kine.cm,Oui,Non,Non,Non,Non,Non,Oui,Lun–Sam 07h00–20h00
KIN0183,Centre de Rééducation Saint-Cyprien,Douala,Douala V,Bangue,4.08932,9.682771,+237 691 697 159,cyprien@hotmail.com,Oui,Oui,Non,Oui,Oui,Non,Non,Lun–Ven 07h30–17h30
KIN0184,Physiothérapie Fouda,Douala,Douala I,Akwa,4.062258,9.761686,+237 243 391 404,physiothérapie@gmail.com,Oui,Oui,Non,Non,Non,Non,Non,Lun–Sam 08h30–18h30
KIN0185,Centre de Rééducation Saint-Jeanne,Douala,Douala V,Nkongmondo,4.040514,9.726524,+237 697 111 438,jeanne@hotmail.com,Oui,Oui,Oui,Non,Oui,Non,Oui,Lun–Ven 07h30–17h30
KIN0186,Centre de Kinésithérapie de Bonanjo,Douala,Douala III,Boko,4.039908,9.673358,+237 698 727 130,bonanjo@kine.cm,Oui,Oui,Non,Non,Non,Non,Non,7j/7 — 08h00–20h00
KIN0187,Cabinet de Kinésithérapie Damien,Douala,Douala II,Nzeng-Ayong,4.06173,9.624741,+237 694 985 452,damien@kine.cm,Oui,Oui,Non,Non,Non,Oui,Non,Lun–Sam 08h30–18h30
KIN0188,Centre de Kinésithérapie de Mvog-Atangana,Yaoundé,Yaoundé II,Mvog-Atangana,3.76345,11.564768,+237 678 417 245,mvog-atangana@kine.cm,Oui,Non,Oui,Oui,Oui,Non,Non,Lun–Sam 07h30–19h00
KIN0189,Cabinet Kiné Nguele,Yaoundé,Yaoundé VI,Biyem-Assi,3.880617,11.566344,+237 690 809 602,kinénguele@kine.cm,Oui,Oui,Oui,Oui,Oui,Oui,Non,Lun–Dim 08h00–18h00
KIN0190,Centre de Kinésithérapie de Nzeng-Ayong,Douala,Douala III,Nyalla,4.077125,9.72848,+237 693 027 972,nzeng-ayong@kine.cm,Oui,Oui,Non,Oui,Non,Non,Non,7j/7 — 08h00–20h00
KIN0191,Centre de Kinésithérapie de Émana,Yaoundé,Yaoundé V,Émana,3.862022,11.458231,+237 653 475 758,émana@gmail.com,Oui,Non,Oui,Oui,Oui,Non,Oui,7j/7 — 08h00–20h00
KIN0192,Centre de Rééducation Providence,Douala,Douala VI,PK17,4.122414,9.660724,+237 696 448 513,providence@yahoo.fr,Oui,Oui,Non,Oui,Oui,Non,Non,Lun–Sam 08h30–18h30
KIN0193,Centre de Kinésithérapie de Simbock,Yaoundé,Yaoundé II,Simbock,3.892224,11.507603,+237 696 239 531,simbock@kine.cm,Oui,Oui,Oui,Non,Non,Non,Non,Lun–Sam 08h30–18h30
KIN0194,Cabinet de Kinésithérapie Marie,Yaoundé,Yaoundé VI,Elig-Essono,3.899511,11.515103,+237 690 591 706,marie@gmail.com,Oui,Non,Non,Oui,Non,Non,Non,Lun–Dim 08h00–18h00
KIN0195,Centre de Kinésithérapie de Nkoldongo,Yaoundé,Yaoundé VI,Omnisports,3.92652,11.474686,+237 693 104 906,nkoldongo@kine.cm,Oui,Oui,Non,Non,Non,Oui,Non,Lun–Ven 08h00–18h00
KIN0196,Centre de Rééducation Providence,Douala,Douala III,Nzeng-Ayong,4.016335,9.788368,+237 678 885 396,providence@gmail.com,Oui,Oui,Non,Oui,Non,Non,Oui,Lun–Ven 07h30–17h30
KIN0197,Cabinet Kiné Fouda,Douala,Douala VI,Makepe,3.978099,9.724114,+237 698 009 623,kinéfouda@gmail.com,Oui,Non,Oui,Non,Non,Non,Non,Lun–Ven 07h30–17h30
KIN0198,Centre de Rééducation Saint-Anne,Douala,Douala I,PK10,4.074071,9.670668,+237 694 704 081,anne@hotmail.com,Oui,Non,Non,Non,Non,Non,Non,7j/7 — 08h00–20h00
KIN0199,Centre de Kinésithérapie de Bangue,Douala,Douala V,Deido,4.035315,9.794325,+237 653 870 639,bangue@kine.cm,Oui,Oui,Oui,Oui,Oui,Non,Non,Lun–Ven 07h30–17h30
KIN0200,Cabinet Kiné Ekani,Yaoundé,Yaoundé VII,Étoa-Meki,3.765104,11.47376,+237 693 882 023,kinéekani@yahoo.fr,Oui,Oui,Non,Oui,Non,Non,Oui,Lun–Ven 08h00–18h00
KIN0201,Cabinet de Kinésithérapie Bernadette,Yaoundé,Yaoundé III,Nsam,3.865165,11.485227,+237 653 462 645,bernadette@gmail.com,Oui,Oui,Oui,Non,Non,Non,Non,Lun–Sam 08h00–17h00
KIN0202,Physiothérapie Kuitche,Yaoundé,Yaoundé V,Nkol-Afeme,3.896574,11.599775,+237 677 643 886,physiothérapie@hotmail.com,Oui,Oui,Non,Oui,Non,Non,Non,Lun–Ven 08h00–18h00
KIN0203,Centre de Kinésithérapie de PK17,Douala,Douala VI,PK17,4.119109,9.741452,+237 222 460 925,pk17@yahoo.fr,Oui,Oui,Non,Oui,Non,Non,Non,Lun–Dim 08h00–18h00
KIN0204,Cabinet Kiné Essomba,Douala,Douala VI,Bessengue,4.0612,9.763457,+237 698 149 649,kinéessomba@yahoo.fr,Oui,Non,Oui,Oui,Non,Non,Oui,Lun–Ven 07h30–17h30
KIN0205,Centre de Kinésithérapie de Nkol-Afeme,Yaoundé,Yaoundé V,Ekounou,3.935741,11.460741,+237 655 984 458,nkol-afeme@yahoo.fr,Oui,Oui,Non,Oui,Non,Non,Non,Lun–Sam 07h00–20h00
KIN0206,Cabinet Kiné Onana,Yaoundé,Yaoundé II,Santa Barbara,3.832266,11.563299,+237 699 487 894,kinéonana@hotmail.com,Oui,Non,Oui,Oui,Non,Oui,Non,Lun–Ven 08h00–18h00
KIN0207,Centre de Kinésithérapie de Ndokoti,Douala,Douala VI,Kotto,3.988747,9.727592,+237 222 630 564,ndokoti@hotmail.com,Oui,Non,Oui,Non,Oui,Non,Non,Lun–Sam 07h30–19h00
KIN0208,Centre de Kinésithérapie de Melen,Yaoundé,Yaoundé IV,Melen,3.812284,11.471848,+237 699 322 532,melen@hotmail.com,Oui,Oui,Oui,Oui,Non,Non,Non,Lun–Ven 07h30–17h30
KIN0209,Centre de Rééducation Saint-Élisabeth,Douala,Douala I,Bonanjo,4.092229,9.683505,+237 699 334 845,élisabeth@hotmail.com,Oui,Oui,Oui,Non,Oui,Non,Non,Lun–Ven 08h00–18h00
KIN0210,Cabinet de Kinésithérapie Félicité,Yaoundé,Yaoundé I,Mvog-Ada,3.846986,11.537821,+237 222 758 955,félicité@hotmail.com,Oui,Oui,Oui,Non,Non,Non,Oui,7j/7 — 08h00–20h00
KIN0211,Centre de Rééducation Saint-Augustin,Douala,Douala III,Nzeng-Ayong,4.003006,9.699288,+237 698 992 436,augustin@yahoo.fr,Oui,Oui,Non,Oui,Non,Oui,Non,Lun–Ven 08h00–18h00
KIN0212,Cabinet Kiné Belinga,Yaoundé,Yaoundé II,Ngousso,3.853164,11.540152,+237 692 751 760,kinébelinga@hotmail.com,Oui,Oui,Non,Non,Non,Non,Non,Lun–Sam 07h30–19h00
KIN0213,Centre de Rééducation Alliance,Douala,Douala IV,Sodiko,4.11039,9.748036,+237 691 096 318,alliance@gmail.com,Oui,Oui,Oui,Non,Oui,Non,Non,Lun–Dim 08h00–18h00
KIN0214,Centre de Rééducation Saint-Luc,Yaoundé,Yaoundé VI,Santa Barbara,3.775049,11.467109,+237 697 010 143,luc@kine.cm,Oui,Oui,Non,Oui,Oui,Oui,Non,Lun–Sam 07h30–19h00
KIN0215,Centre de Rééducation Saint-Pierre,Yaoundé,Yaoundé VI,Nkol-Afeme,3.870315,11.574785,+237 698 614 277,pierre@kine.cm,Oui,Non,Non,Non,Non,Non,Oui,Lun–Dim 08h00–18h00
KIN0216,Physiothérapie Ondoa,Yaoundé,Yaoundé VII,Essos,3.802459,11.477697,+237 699 418 449,physiothérapie@yahoo.fr,Oui,Oui,Non,Non,Non,Non,Non,Lun–Dim 08h00–18h00
KIN0217,Cabinet de Kinésithérapie Jean,Yaoundé,Yaoundé IV,Efoulan,3.874292,11.467189,+237 696 409 698,jean@hotmail.com,Oui,Oui,Non,Non,Non,Non,Non,Lun–Ven 07h30–17h30
KIN0218,Centre de Rééducation Saint-Gabriel,Douala,Douala III,Mboppi,4.053837,9.682248,+237 653 192 699,gabriel@hotmail.com,Oui,Oui,Non,Non,Oui,Non,Oui,Lun–Ven 08h00–18h00
KIN0219,Cabinet Kiné Mbarga,Yaoundé,Yaoundé I,Mokolo,3.931988,11.53072,+237 699 119 869,kinémbarga@gmail.com,Oui,Oui,Oui,Non,Non,Oui,Non,Lun–Ven 07h30–17h30
KIN0220,Cabinet Kiné Mvé,Douala,Douala VI,Ndog-Passi III,4.060329,9.679779,+237 651 516 746,kinémvé@kine.cm,Oui,Oui,Non,Non,Non,Oui,Non,Lun–Sam 07h30–19h00
KIN0221,Centre de Kinésithérapie de Mboppi,Douala,Douala III,Akwa,4.11559,9.659091,+237 655 920 200,mboppi@gmail.com,Oui,Oui,Oui,Oui,Non,Non,Non,Lun–Sam 08h30–18h30
KIN0222,Cabinet de Kinésithérapie Anne,Yaoundé,Yaoundé III,Obili,3.811922,11.427319,+237 679 054 473,anne@hotmail.com,Oui,Oui,Non,Non,Non,Non,Non,7j/7 — 08h00–20h00
KIN0223,Centre de Kinésithérapie de Sodiko,Douala,Douala IV,Sodiko,4.082118,9.656886,+237 690 440 310,sodiko@gmail.com,Oui,Non,Non,Oui,Non,Non,Non,Lun–Sam 08h00–17h00
KIN0224,Cabinet Kiné Eba,Yaoundé,Yaoundé VII,Mendong,3.900612,11.461797,+237 698 809 010,kinéeba@kine.cm,Oui,Non,Oui,Non,Oui,Non,Non,Lun–Sam 07h30–19h00
KIN0225,Centre de Kinésithérapie de Ndog-Passi III,Douala,Douala II,Ndog-Passi III,4.095332,9.735851,+237 693 957 706,ndog-passiiii@gmail.com,Oui,Oui,Oui,Oui,Oui,Non,Non,Lun–Sam 07h00–20h00
KIN0226,Cabinet Kiné Bello,Yaoundé,Yaoundé VI,Elig-Essono,3.833838,11.517806,+237 654 245 943,kinébello@hotmail.com,Oui,Oui,Non,Non,Non,Oui,Non,Lun–Dim 08h00–18h00
KIN0227,Centre de Kinésithérapie de Bepanda,Douala,Douala III,Sodiko,3.994656,9.744722,+237 653 748 352,bepanda@yahoo.fr,Oui,Oui,Non,Oui,Non,Oui,Non,Lun–Sam 07h30–19h00
KIN0228,Cabinet de Kinésithérapie Jean,Douala,Douala II,Bangue,4.112551,9.728953,+237 655 308 361,jean@hotmail.com,Oui,Non,Oui,Non,Non,Non,Non,Lun–Sam 08h30–18h30
KIN0229,Centre de Rééducation Saint-André,Douala,Douala III,Youpwé,4.045401,9.716776,+237 694 606 969,andré@hotmail.com,Oui,Oui,Oui,Non,Non,Non,Oui,Lun–Sam 07h30–19h00
KIN0230,Centre de Kinésithérapie de Nkongmondo,Douala,Douala V,Nkongmondo,4.021657,9.710875,+237 694 695 858,nkongmondo@hotmail.com,Oui,Oui,Non,Oui,Non,Non,Non,Lun–Dim 08h00–18h00
KIN0231,Cabinet Kiné Djoumbi,Yaoundé,Yaoundé III,Efoulan,3.806324,11.455614,+237 699 289 832,kinédjoumbi@yahoo.fr,Oui,Oui,Non,Non,Non,Non,Non,Lun–Sam 08h00–17h00
KIN0232,Centre de Kinésithérapie de Obili,Yaoundé,Yaoundé V,Obili,3.829768,11.490243,+237 650 556 536,obili@gmail.com,Oui,Oui,Non,Non,Oui,Non,Non,Lun–Ven 07h30–17h30
KIN0233,Cabinet de Kinésithérapie Patrick,Douala,Douala III,Nkongmondo,4.038599,9.647286,+237 654 072 492,patrick@kine.cm,Oui,Oui,Non,Non,Non,Non,Oui,Lun–Sam 08h30–18h30
KIN0234,Centre de Kinésithérapie de Essos,Yaoundé,Yaoundé IV,Essos,3.924899,11.469762,+237 695 849 415,essos@hotmail.com,Oui,Oui,Non,Oui,Non,Non,Non,Lun–Ven 07h30–17h30
KIN0235,Cabinet de Kinésithérapie Jean,Douala,Douala I,Ndog-Bong,4.063755,9.67488,+237 692 269 431,jean@kine.cm,Oui,Oui,Non,Oui,Non,Non,Non,Lun–Sam 08h30–18h30
KIN0236,Centre de Rééducation Saint-Bernadette,Yaoundé,Yaoundé VII,Nkomo,3.822933,11.579168,+237 679 072 190,bernadette@yahoo.fr,Oui,Oui,Non,Oui,Oui,Oui,Non,Lun–Dim 08h00–18h00
KIN0237,Centre de Kinésithérapie de Village,Douala,Douala VI,Japoma,4.047329,9.669321,+237 697 845 783,village@hotmail.com,Oui,Non,Non,Non,Non,Non,Non,Lun–Dim 08h00–18h00
KIN0238,Centre de Kinésithérapie de Bassa,Douala,Douala V,Bassa,4.091862,9.690958,+237 699 985 241,bassa@hotmail.com,Oui,Oui,Non,Non,Non,Non,Non,Lun–Sam 08h30–18h30
KIN0239,Cabinet Kiné Tchoupo,Douala,Douala II,Deido,4.117652,9.688802,+237 242 854 665,kinétchoupo@hotmail.com,Oui,Non,Non,Oui,Non,Non,Oui,7j/7 — 08h00–20h00
KIN0240,Physiothérapie Assamba,Yaoundé,Yaoundé V,Mvan,3.812049,11.500754,+237 699 365 978,physiothérapie@gmail.com,Oui,Oui,Non,Oui,Non,Non,Oui,Lun–Sam 08h00–17h00
KIN0241,Cabinet Kiné Feudjio,Douala,Douala II,PK10,3.988187,9.70213,+237 653 238 238,kinéfeudjio@yahoo.fr,Oui,Oui,Non,Non,Non,Oui,Non,Lun–Sam 07h00–20h00
KIN0242,Centre de Rééducation Saint-Raphaël,Yaoundé,Yaoundé III,Nkol-Afeme,3.918965,11.551012,+237 679 124 684,raphaël@gmail.com,Oui,Non,Non,Oui,Non,Oui,Non,Lun–Ven 08h00–18h00
KIN0243,Centre de Kinésithérapie de Logbessou,Douala,Douala IV,PK14,4.065173,9.654959,+237 654 276 533,logbessou@gmail.com,Oui,Oui,Oui,Non,Non,Non,Oui,Lun–Sam 08h30–18h30
KIN0244,Centre de Kinésithérapie de Mvog-Beti,Yaoundé,Yaoundé I,Tsinga,3.759098,11.49967,+237 692 691 586,mvog-beti@gmail.com,Oui,Oui,Oui,Non,Oui,Non,Oui,Lun–Dim 08h00–18h00
KIN0245,Centre de Rééducation Saint-Damien,Douala,Douala II,Bassa,4.074543,9.718854,+237 694 139 209,damien@kine.cm,Oui,Non,Oui,Non,Oui,Non,Non,Lun–Sam 08h30–18h30
